,age,c_charge_desc,c_charge_degree,c_days_from_compas,is_recid,juv_fel_count,juv_misd_count,juv_other_count,priors_count,r_days_from_arrest,race,sex,vr_charge_desc
8211,34,Pos Cannabis W/Intent Sel/Del,1,1.0,1,0,0,0,9,1.0,African-American,Male,na
8213,21,Crim Use of Personal ID Info,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8214,21,Crim Use of Personal ID Info,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8215,46,Grand Theft in the 3rd Degree,1,1.0,1,1,0,1,9,0.0,African-American,Male,na
8216,46,Grand Theft in the 3rd Degree,1,1.0,1,1,0,1,9,0.0,African-American,Male,na
8217,46,Grand Theft in the 3rd Degree,1,1.0,1,1,0,1,9,0.0,African-American,Male,na
8218,46,Grand Theft in the 3rd Degree,1,1.0,1,1,0,1,9,0.0,African-American,Male,na
8219,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,1,0,0.0,African-American,Male,na
8220,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,1,0,0.0,African-American,Male,na
8221,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,1,0,0.0,African-American,Male,na
8222,27,arrest case no charge,1,1.0,1,0,0,0,2,0.0,Caucasian,Female,na
8223,20,Aggrav Battery w/Deadly Weapon,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8224,21,Battery,1,0.0,1,0,1,1,3,0.0,African-American,Male,na
8225,21,Battery,1,0.0,1,0,1,1,3,0.0,African-American,Male,na
8226,21,Battery,1,0.0,1,0,1,1,3,0.0,African-American,Male,na
8227,29,Possession Of Heroin,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
8228,46,"Poss3,4 Methylenedioxymethcath",1,0.0,0,0,0,0,4,0.0,Caucasian,Male,na
8229,24,Pos Cannabis W/Intent Sel/Del,1,0.0,1,0,0,0,0,0.0,African-American,Male,na
8231,57,DUI Level 0.15 Or Minor In Veh,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
8232,33,Felony Driving While Lic Suspd,1,1.0,1,0,0,0,4,0.0,African-American,Male,na
8234,23,Unauth Poss ID Card or DL,1,1.0,1,0,1,0,4,0.0,African-American,Male,na
8235,23,Unauth Poss ID Card or DL,1,1.0,1,0,1,0,4,0.0,African-American,Male,na
8236,29,Possession of Cocaine,1,0.0,0,0,0,0,5,0.0,African-American,Male,na
8237,29,Possession of Cocaine,1,0.0,0,0,0,0,5,0.0,African-American,Male,na
8239,22,Battery,1,0.0,1,0,0,0,0,0.0,Caucasian,Male,na
8240,22,Battery,1,0.0,1,0,0,0,0,0.0,Caucasian,Male,na
8241,22,Battery,1,0.0,1,0,0,0,0,0.0,Caucasian,Male,na
8243,33,Battery,1,5.0,1,0,0,0,1,0.0,Caucasian,Female,na
8244,33,Battery,1,5.0,1,0,0,0,1,0.0,Caucasian,Female,na
8245,33,Battery,1,5.0,1,0,0,0,1,0.0,Caucasian,Female,na
8250,20,Possession Of Alprazolam,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8251,40,Fleeing Or Attmp Eluding A Leo,1,1.0,1,0,0,0,3,0.0,African-American,Male,na
8252,40,Fleeing Or Attmp Eluding A Leo,1,1.0,1,0,0,0,3,0.0,African-American,Male,na
8254,33,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Female,na
8255,32,Sexual Battery / Vict 12 Yrs +,1,1.0,1,0,3,0,10,0.0,African-American,Male,na
8256,32,Sexual Battery / Vict 12 Yrs +,1,1.0,1,0,3,0,10,0.0,African-American,Male,na
8257,68,arrest case no charge,1,37.0,0,0,0,0,1,0.0,African-American,Male,na
8258,24,Battery,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8259,32,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8260,19,Grand Theft in the 3rd Degree,1,6.0,1,0,1,0,2,0.0,African-American,Male,na
8261,19,Grand Theft in the 3rd Degree,1,6.0,1,0,1,0,2,0.0,African-American,Male,na
8263,23,Uttering a Forged Instrument,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8264,23,Uttering a Forged Instrument,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8265,23,Uttering a Forged Instrument,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8266,23,Uttering a Forged Instrument,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8267,27,Possession Of Methamphetamine,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
8268,27,Possession Of Methamphetamine,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
8269,52,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
8270,21,Grand Theft in the 3rd Degree,1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
8271,39,Possession of Cocaine,1,1.0,1,6,1,0,17,0.0,Caucasian,Male,na
8272,25,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8273,25,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8274,42,Felony Battery w/Prior Convict,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8275,42,Felony Battery w/Prior Convict,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8276,42,Felony Battery w/Prior Convict,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8277,29,Driving License Suspended,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
8278,33,Battery,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
8279,38,Battery,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
8280,32,Crlty Twrd Child Urge Oth Act,1,1.0,1,0,2,1,10,0.0,Caucasian,Male,na
8281,32,Crlty Twrd Child Urge Oth Act,1,1.0,1,0,2,1,10,0.0,Caucasian,Male,na
8282,32,Crlty Twrd Child Urge Oth Act,1,1.0,1,0,2,1,10,0.0,Caucasian,Male,na
8283,29,Aggravated Assault W/Dead Weap,1,0.0,0,0,0,0,1,0.0,African-American,Female,na
8284,20,Uttering a Forged Instrument,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8285,27,Battery,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8287,39,Deliver Cocaine,1,1.0,0,1,1,0,16,0.0,African-American,Male,na
8288,39,Deliver Cocaine,1,1.0,0,1,1,0,16,0.0,African-American,Male,na
8289,39,Deliver Cocaine,1,1.0,0,1,1,0,16,0.0,African-American,Male,na
8291,23,Battery,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
8292,23,Battery,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
8293,58,Possession of Cocaine,1,3.0,1,0,0,0,10,0.0,African-American,Male,na
8294,58,Possession of Cocaine,1,3.0,1,0,0,0,10,0.0,African-American,Male,na
8295,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8296,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8297,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8298,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8299,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8300,42,Possession of Cannabis,1,0.0,1,0,0,0,9,97.0,African-American,Male,na
8303,26,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,1,0.0,Caucasian,Male,na
8304,26,Grand Theft (Motor Vehicle),1,0.0,1,0,0,0,1,0.0,Caucasian,Male,na
8305,53,Possession of Cocaine,1,11.0,0,0,0,0,3,0.0,Caucasian,Male,na
8306,27,Dealing in Stolen Property,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
8308,33,arrest case no charge,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
8309,33,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,2,0.0,African-American,Male,na
8310,28,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8311,28,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8312,23,Battery,1,1.0,1,0,0,0,0,36.0,African-American,Male,na
8313,23,Battery,1,1.0,1,0,0,0,0,36.0,African-American,Male,na
8314,23,Battery,1,1.0,1,0,0,0,0,36.0,African-American,Male,na
8315,45,arrest case no charge,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8316,25,arrest case no charge,1,1.0,1,0,1,0,4,0.0,African-American,Male,na
8317,25,arrest case no charge,1,1.0,1,0,1,0,4,0.0,African-American,Male,na
8318,32,False Imprisonment,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8319,32,False Imprisonment,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8320,32,False Imprisonment,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8326,21,Crim Use of Personal ID Info,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8327,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8328,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8329,29,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
8330,38,arrest case no charge,1,4.0,1,0,0,0,19,0.0,African-American,Male,Throw Deadly Missile Into Veh
8331,38,arrest case no charge,1,4.0,1,0,0,0,19,0.0,African-American,Male,Throw Deadly Missile Into Veh
8332,38,arrest case no charge,1,4.0,1,0,0,0,19,0.0,African-American,Male,Throw Deadly Missile Into Veh
8333,29,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8334,29,Poss Of Controlled Substance,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8336,27,Possession Burglary Tools,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8337,25,Disorderly Intoxication,1,1.0,1,0,0,0,0,0.0,Caucasian,Male,na
8338,25,Disorderly Intoxication,1,1.0,1,0,0,0,0,0.0,Caucasian,Male,na
8339,34,arrest case no charge,1,38.0,0,0,0,0,1,0.0,African-American,Male,na
8340,31,arrest case no charge,1,1.0,1,0,0,2,2,0.0,Caucasian,Female,na
8341,31,arrest case no charge,1,1.0,1,0,0,2,2,0.0,Caucasian,Female,na
8342,31,arrest case no charge,1,1.0,1,0,0,2,2,0.0,Caucasian,Female,na
8343,31,arrest case no charge,1,1.0,1,0,0,2,2,0.0,Caucasian,Female,na
8344,31,arrest case no charge,1,1.0,1,0,0,2,2,0.0,Caucasian,Female,na
8345,21,Grand Theft in the 3rd Degree,1,1.0,0,0,0,1,2,0.0,African-American,Male,na
8346,30,arrest case no charge,1,0.0,1,0,0,0,8,407.0,African-American,Male,na
8347,30,arrest case no charge,1,0.0,1,0,0,0,8,407.0,African-American,Male,na
8348,41,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8349,38,arrest case no charge,1,1.0,0,3,0,0,11,0.0,Caucasian,Male,na
8350,59,Possession of Cocaine,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
8351,59,Possession of Cocaine,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
8352,59,Possession of Cocaine,1,1.0,1,0,0,0,8,0.0,African-American,Male,na
8353,21,Battery,1,1.0,1,0,0,0,1,0.0,Caucasian,Male,Battery
8355,33,arrest case no charge,1,51.0,1,0,0,0,6,0.0,African-American,Female,na
8356,39,Driving Under The Influence,1,0.0,0,0,0,0,0,0.0,African-American,Male,na
8357,27,Felony Petit Theft,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8358,27,Felony Petit Theft,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8359,27,Felony Petit Theft,1,1.0,1,0,0,0,6,0.0,African-American,Male,na
8360,53,arrest case no charge,1,745.0,0,0,0,0,2,0.0,Caucasian,Male,na
8361,22,Uttering a Forged Instrument,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
8362,31,arrest case no charge,1,1.0,0,0,0,0,1,0.0,Caucasian,Female,na
8363,21,DUI Property Damage/Injury,1,2.0,0,0,0,0,0,0.0,Caucasian,Male,na
8364,29,Possession Burglary Tools,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
8365,30,Felony Battery (Dom Strang),1,2.0,0,0,0,0,0,0.0,African-American,Male,na
8366,34,Leaving Scene Accident w/Death,1,49.0,0,0,0,0,2,0.0,Caucasian,Male,na
8367,43,Uttering a Forged Instrument,1,1.0,0,0,0,0,4,0.0,Caucasian,Male,na
8368,21,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,11,2,0.0,African-American,Male,na
8369,21,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,11,2,0.0,African-American,Male,na
8370,21,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,11,2,0.0,African-American,Male,na
8371,24,Obtain Control Substance By Fraud,1,3.0,0,0,0,1,2,0.0,Caucasian,Female,na
8372,34,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
8373,34,Driving While License Revoked,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8374,23,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,1,7,0.0,Caucasian,Male,na
8375,23,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,1,7,0.0,Caucasian,Male,na
8376,22,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
8377,45,Viol Injunction Protect Dom Vi,1,1.0,1,0,0,0,13,1.0,African-American,Male,Felony Battery w/Prior Convict
8378,45,Viol Injunction Protect Dom Vi,1,1.0,1,0,0,0,13,1.0,African-American,Male,Felony Battery w/Prior Convict
8379,23,False Imprisonment,1,1.0,1,0,0,1,0,1.0,Caucasian,Male,Battery
8380,34,Felony Petit Theft,1,1.0,0,0,1,0,6,0.0,African-American,Male,na
8381,34,Felony Petit Theft,1,1.0,0,0,1,0,6,0.0,African-American,Male,na
8382,40,Grand Theft in the 3rd Degree,1,483.0,0,0,0,0,5,0.0,Caucasian,Female,na
8383,40,Grand Theft in the 3rd Degree,1,483.0,0,0,0,0,5,0.0,Caucasian,Female,na
8384,40,Grand Theft in the 3rd Degree,1,483.0,0,0,0,0,5,0.0,Caucasian,Female,na
8385,23,Felony Petit Theft,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8386,39,arrest case no charge,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
8387,26,Aggrav Battery w/Deadly Weapon,1,1.0,1,0,0,0,5,0.0,African-American,Female,na
8388,26,Aggrav Battery w/Deadly Weapon,1,1.0,1,0,0,0,5,0.0,African-American,Female,na
8389,26,Aggrav Battery w/Deadly Weapon,1,1.0,1,0,0,0,5,0.0,African-American,Female,na
8390,26,Driving Under The Influence,1,3.0,0,0,0,0,0,0.0,Caucasian,Female,na
8391,21,Battery,1,0.0,0,0,0,0,0,0.0,African-American,Male,na
8392,30,Tampering with a Victim,1,1.0,0,0,1,1,3,0.0,Caucasian,Male,na
8393,44,Grand Theft (Motor Vehicle),1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8394,21,Burglary Dwelling Armed,1,22.0,1,0,0,0,1,0.0,African-American,Male,na
8395,21,Burglary Dwelling Armed,1,22.0,1,0,0,0,1,0.0,African-American,Male,na
8396,23,Lewdness Violation,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8399,49,Felony Driving While Lic Suspd,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8400,23,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,1.0,African-American,Male,na
8401,23,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,1.0,African-American,Male,na
8402,23,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,1.0,African-American,Male,na
8403,23,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,1.0,African-American,Male,na
8404,23,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,3,1.0,African-American,Male,na
8405,32,Possession of Cocaine,1,1.0,0,0,0,0,4,0.0,Caucasian,Male,na
8406,32,Possession of Cocaine,1,1.0,0,0,0,0,4,0.0,Caucasian,Male,na
8407,24,Possession of Cocaine,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
8408,24,Possession of Cocaine,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
8409,21,arrest case no charge,1,1.0,1,0,0,0,1,0.0,African-American,Female,na
8410,37,False Ownership Info/Pawn Item,1,30.0,1,0,0,0,7,0.0,Caucasian,Female,na
8411,37,False Ownership Info/Pawn Item,1,30.0,1,0,0,0,7,0.0,Caucasian,Female,na
8412,21,Battery,1,1.0,1,0,0,0,1,0.0,African-American,Female,na
8413,28,arrest case no charge,1,1.0,1,0,0,0,2,0.0,Caucasian,Male,Battery
8414,42,Battery,1,43.0,0,0,0,0,2,0.0,Caucasian,Male,na
8418,24,Felony Driving While Lic Suspd,1,1.0,1,0,0,0,2,0.0,African-American,Female,Burglary Dwelling Armed
8419,31,Possession of Cocaine,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8420,24,Prostitution/Lewd Act Assignation,1,1.0,1,1,0,0,2,0.0,African-American,Male,na
8421,24,Susp Drivers Lic 1st Offense,1,60.0,0,0,0,0,2,0.0,Caucasian,Male,na
8422,25,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8423,25,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8424,44,Battery,1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
8425,55,arrest case no charge,1,1153.0,0,0,0,0,12,0.0,African-American,Male,na
8426,33,Battery,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
8427,26,Resist/Obstruct W/O Violence,1,1.0,1,1,3,0,24,0.0,African-American,Male,Agg Assault Law Enforc Officer
8428,20,Grand Theft (Motor Vehicle),1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8429,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8430,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8431,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8432,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8433,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8434,28,arrest case no charge,1,134.0,0,0,0,0,9,0.0,Caucasian,Male,na
8435,27,arrest case no charge,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8436,26,Viol Prot Injunc Repeat Viol,1,123.0,0,0,0,0,3,0.0,Caucasian,Male,na
8438,45,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,4,0.0,Caucasian,Male,na
8439,26,Grand Theft in the 3rd Degree,1,37.0,0,0,0,0,1,0.0,Caucasian,Male,na
8440,26,Grand Theft in the 3rd Degree,1,37.0,0,0,0,0,1,0.0,Caucasian,Male,na
8443,27,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8445,46,Possession of Cocaine,1,1.0,1,0,0,0,0,1.0,Caucasian,Male,Battery on Law Enforc Officer
8446,46,Possession of Cocaine,1,1.0,1,0,0,0,0,1.0,Caucasian,Male,Battery on Law Enforc Officer
8447,28,Tamper With Witness/Victim/CI,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
8448,38,Battery,1,1.0,1,0,0,0,1,1.0,Caucasian,Female,Battery
8449,38,Battery,1,1.0,1,0,0,0,1,1.0,Caucasian,Female,Battery
8450,55,Resist Officer w/Violence,1,1.0,0,0,0,0,10,0.0,Caucasian,Male,na
8451,55,Resist Officer w/Violence,1,1.0,0,0,0,0,10,0.0,Caucasian,Male,na
8454,35,arrest case no charge,1,0.0,0,0,0,0,5,0.0,Caucasian,Male,na
8455,35,arrest case no charge,1,0.0,0,0,0,0,5,0.0,Caucasian,Male,na
8456,24,Possession of Cocaine,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8457,24,Exposes Culpable Negligence,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8458,26,Burglary Conveyance Armed,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
8459,38,Viol Prot Injunc Repeat Viol,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8460,62,Felony/Driving Under Influence,1,45.0,0,0,0,0,2,0.0,Caucasian,Female,na
8461,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8462,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8463,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8464,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8465,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8466,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8467,27,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,7,0.0,African-American,Male,na
8468,48,arrest case no charge,1,1.0,0,0,0,0,6,0.0,African-American,Male,na
8469,31,Possession of Cocaine,1,28.0,1,0,0,0,2,6.0,Caucasian,Female,na
8470,31,Possession of Cocaine,1,28.0,1,0,0,0,2,6.0,Caucasian,Female,na
8471,31,Possession of Cocaine,1,28.0,1,0,0,0,2,6.0,Caucasian,Female,na
8472,31,Possession of Cocaine,1,28.0,1,0,0,0,2,6.0,Caucasian,Female,na
8473,31,Possession of Cocaine,1,28.0,1,0,0,0,2,6.0,Caucasian,Female,na
8474,28,Battery,1,1.0,1,0,0,0,5,0.0,African-American,Male,na
8475,28,Battery,1,1.0,1,0,0,0,5,0.0,African-American,Male,na
8476,21,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8477,21,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8478,21,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,1,0.0,African-American,Female,na
8480,42,Viol Prot Injunc Repeat Viol,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
8481,25,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8482,25,Petit Theft,1,1.0,1,0,0,1,6,0.0,Caucasian,Male,na
8483,25,Petit Theft,1,1.0,1,0,0,1,6,0.0,Caucasian,Male,na
8484,27,arrest case no charge,1,294.0,1,0,0,0,8,0.0,African-American,Male,Battery
8485,27,arrest case no charge,1,294.0,1,0,0,0,8,0.0,African-American,Male,Battery
8486,27,arrest case no charge,1,294.0,1,0,0,0,8,0.0,African-American,Male,Battery
8487,55,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
8490,25,Aggravated Battery / Pregnant,1,113.0,0,0,0,0,1,0.0,African-American,Male,na
8491,40,arrest case no charge,1,1971.0,1,0,0,0,5,0.0,African-American,Male,Armed Sex Batt/vict 12 Yrs +
8492,21,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8493,21,Burglary Conveyance Unoccup,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8494,50,Possession of Cocaine,1,16.0,1,0,0,0,26,0.0,Caucasian,Male,na
8495,50,Possession of Cocaine,1,16.0,1,0,0,0,26,0.0,Caucasian,Male,na
8496,50,Possession of Cocaine,1,16.0,1,0,0,0,26,0.0,Caucasian,Male,na
8497,46,DUI Level 0.15 Or Minor In Veh,1,0.0,0,0,0,0,0,0.0,Caucasian,Female,na
8498,28,arrest case no charge,1,0.0,1,0,1,0,10,0.0,African-American,Male,na
8499,28,arrest case no charge,1,0.0,1,0,1,0,10,0.0,African-American,Male,na
8500,28,arrest case no charge,1,0.0,1,0,1,0,10,0.0,African-American,Male,na
8501,20,Possession of Cocaine,1,16.0,1,0,1,0,2,0.0,African-American,Male,na
8502,20,Possession of Cocaine,1,16.0,1,0,1,0,2,0.0,African-American,Male,na
8503,20,Possession of Cocaine,1,16.0,1,0,1,0,2,0.0,African-American,Male,na
8504,20,Possession of Cocaine,1,16.0,1,0,1,0,2,0.0,African-American,Male,na
8505,20,Possession of Cocaine,1,16.0,1,0,1,0,2,0.0,African-American,Male,na
8507,31,arrest case no charge,1,1.0,1,5,0,0,10,0.0,African-American,Male,na
8508,31,arrest case no charge,1,1.0,1,5,0,0,10,0.0,African-American,Male,na
8509,31,arrest case no charge,1,1.0,1,5,0,0,10,0.0,African-American,Male,na
8510,57,Resist/Obstruct W/O Violence,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
8511,25,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8512,22,arrest case no charge,1,7.0,1,0,4,0,7,42.0,African-American,Male,na
8513,22,arrest case no charge,1,7.0,1,0,4,0,7,42.0,African-American,Male,na
8514,22,arrest case no charge,1,7.0,1,0,4,0,7,42.0,African-American,Male,na
8515,31,Burglary Dwelling Assault/Batt,1,1.0,1,0,0,0,3,0.0,African-American,Male,Neglect Child / Bodily Harm
8516,31,Burglary Dwelling Assault/Batt,1,1.0,1,0,0,0,3,0.0,African-American,Male,Neglect Child / Bodily Harm
8517,28,arrest case no charge,1,751.0,0,0,0,0,4,0.0,African-American,Male,na
8518,41,Possession of Cocaine,1,1.0,0,0,0,0,11,0.0,Caucasian,Male,na
8519,41,Possession of Cocaine,1,1.0,0,0,0,0,11,0.0,Caucasian,Male,na
8520,43,arrest case no charge,1,0.0,0,0,0,0,7,0.0,African-American,Male,na
8521,25,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
8522,25,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
8524,23,Exposes Culpable Negligence,1,0.0,0,0,1,0,5,0.0,African-American,Male,na
8525,40,Felony Driving While Lic Suspd,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
8526,20,Burglary Structure Unoccup,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8527,35,Possess Cannabis/20 Grams Or Less,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
8528,34,arrest case no charge,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
8529,34,arrest case no charge,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
8530,27,Felony Petit Theft,1,1.0,1,0,0,1,18,0.0,Caucasian,Male,na
8531,27,Felony Petit Theft,1,1.0,1,0,0,1,18,0.0,Caucasian,Male,na
8532,27,Felony Petit Theft,1,1.0,1,0,0,1,18,0.0,Caucasian,Male,na
8533,25,Felony Battery (Dom Strang),1,1.0,0,0,1,1,15,0.0,African-American,Male,na
8537,38,Driving While License Revoked,1,0.0,1,0,0,0,3,0.0,African-American,Female,na
8538,38,Driving While License Revoked,1,0.0,1,0,0,0,3,0.0,African-American,Female,na
8539,21,Possession of Cannabis,1,1.0,1,0,0,0,0,1.0,Caucasian,Male,na
8540,21,Possession of Cannabis,1,1.0,1,0,0,0,0,1.0,Caucasian,Male,na
8541,21,Possession of Cannabis,1,1.0,1,0,0,0,0,1.0,Caucasian,Male,na
8543,25,Battery,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
8544,53,Petit Theft,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8545,53,Petit Theft,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8546,53,Petit Theft,1,1.0,1,0,0,0,6,1.0,African-American,Male,na
8547,50,Aggrav Battery w/Deadly Weapon,1,2.0,0,0,0,0,4,0.0,African-American,Female,na
8548,50,Aggrav Battery w/Deadly Weapon,1,2.0,0,0,0,0,4,0.0,African-American,Female,na
8549,23,Battery,1,0.0,0,0,0,0,1,0.0,Caucasian,Female,na
8550,45,Fail Register Vehicle,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
8551,27,Deliver Cocaine,1,73.0,1,1,0,0,2,0.0,African-American,Male,na
